ID;upsell;print area;print edition;print expire
13048110;"Print booster";"Y";"E";"2014-12-23 00:00:00"
13048943;"Print booster";"Y";"G";"2014-12-02 00:00:00"
13049636;"Print booster";"Y";"A";"2014-12-09 00:00:00"
13050028;"Print booster";"Y";"K";"2014-12-09 00:00:00"
13050508;"Print booster";"Y";"A,C,E";"2014-12-09 00:00:00"
13051795;"Print booster";"Y";"C";"2014-12-02 00:00:00"
13052579;"Print booster";"Y";"E";"2014-12-09 00:00:00"
13052933;"Print booster";"Y";"K,G,F,A,B";"2014-12-16 00:00:00"
13053634;"Print booster";"Y";"E";"2014-12-02 00:00:00"
13055403;"Print booster";"Y";"F,AD,P,A,G";"2014-12-09 00:00:00"
13055483;"Print booster";"Y";"C";"2014-12-02 00:00:00"
13055597;"Print booster";"Y";"AD";"2014-12-09 00:00:00"
13055842;"Print booster";"Y";"K";"2014-12-02 00:00:00"
13056356;"Print booster";"Y";"K";"2014-12-02 00:00:00"
13056460;"Print booster";"Y";"K,G,F";"2014-12-02 00:00:00"
13058790;"Print booster";"Y";"C";"2014-12-02 00:00:00"
13059320;"Print booster";"Y";"K";"2014-12-09 00:00:00"
13059573;"Print booster";"Y";"C";"2014-12-02 00:00:00"
13060042;"Print booster";"Y";"F,AD,A";"2014-12-02 00:00:00"
13060100;"Print booster";"Y";"A,D,AD";"2014-12-02 00:00:00"
13060166;"Print booster";"Y";"E";"2014-12-02 00:00:00"
13060338;"Print booster";"Y";"C,B,A,E,G";"2014-12-02 00:00:00"
13060658;"Print booster";"Y";"K";"2014-12-02 00:00:00"
13060674;"Print booster";"Y";"E";"2014-12-09 00:00:00"
13060693;"Print booster";"Y";"G";"2014-12-02 00:00:00"
13060924;"Print booster";"Y";"P";"2014-12-02 00:00:00"
13060941;"Print booster";"Y";"P";"2014-12-09 00:00:00"
13061503;"Print booster";"Y";"A";"2014-12-02 00:00:00"
13061618;"Print booster";"Y";"A,F,AD,C,D";"2014-12-02 00:00:00"
13061977;"Print booster";"Y";"K,G,F";"2014-12-02 00:00:00"
13061989;"Print booster";"Y";"F,A,G";"2014-12-09 00:00:00"
13062133;"Print booster";"Y";"G";"2014-12-02 00:00:00"
13062220;"Print booster";"Y";"E";"2014-12-09 00:00:00"
13062258;"Print booster";"Y";"E";"2014-12-09 00:00:00"
13062288;"Print booster";"Y";"A,D,AD";"2014-12-02 00:00:00"
13062549;"Print booster";"Y";"E,D,A";"2014-12-09 00:00:00"
13062778;"Print booster";"Y";"P,F,AD";"2014-12-02 00:00:00"
13062941;"Print booster";"Y";"C,A,E";"2014-12-02 00:00:00"
13063274;"Print booster";"Y";"B,A,G,C,F";"2014-12-02 00:00:00"
13063301;"Print booster";"Y";"D,P,AD";"2014-12-02 00:00:00"
13063364;"Print booster";"Y";"F";"2014-12-16 00:00:00"
13063500;"Print booster";"Y";"E";"2014-12-02 00:00:00"
13063573;"Print booster";"Y";"G";"2014-12-02 00:00:00"
13063857;"Print booster";"Y";"P";"2014-12-02 00:00:00"
13064001;"Print booster";"Y";"K";"2014-12-02 00:00:00"
13064088;"Print booster";"Y";"K";"2014-12-02 00:00:00"
13064096;"Print booster";"Y";"K";"2014-12-02 00:00:00"
13064098;"Print booster";"Y";"C,E,B";"2014-12-02 00:00:00"
13064699;"Print booster";"Y";"B,C,A,G,E";"2014-12-02 00:00:00"
13064703;"Print booster";"Y";"E";"2014-12-02 00:00:00"
13064771;"Print booster";"Y";"E";"2014-12-02 00:00:00"
13064893;"Print booster";"Y";"F";"2014-12-02 00:00:00"
13064976;"Print booster";"Y";"K,F,G,P,AD";"2014-12-02 00:00:00"
13064988;"Print booster";"Y";"E,C,A";"2014-12-02 00:00:00"
13065124;"Print booster";"Y";"C";"2014-12-09 00:00:00"
13065367;"Print booster";"Y";"A,C,E";"2014-12-02 00:00:00"
13065467;"Print booster";"Y";"A";"2014-12-23 00:00:00"
13065548;"Print booster";"Y";"E";"2014-12-02 00:00:00"
13065609;"Print booster";"Y";"K,F,G";"2014-12-02 00:00:00"
13065694;"Print booster";"Y";"E";"2014-12-02 00:00:00"
13065696;"Print booster";"Y";"G,A,F,B,K";"2014-12-02 00:00:00"
13065797;"Print booster";"Y";"C,E,B,A,G";"2014-12-02 00:00:00"
13065819;"Print booster";"Y";"E";"2014-12-02 00:00:00"
13065878;"Print booster";"Y";"A";"2014-12-02 00:00:00"
13065930;"Print booster";"Y";"G";"2014-12-02 00:00:00"
13065962;"Print booster";"Y";"A";"2014-12-09 00:00:00"
13066012;"Print booster";"Y";"C";"2014-12-09 00:00:00"
13066154;"Print booster";"Y";"F,K,P";"2014-12-02 00:00:00"
13066230;"Print booster";"Y";"C,B,E,A,G";"2014-12-02 00:00:00"
13066301;"Print booster";"Y";"G";"2014-12-02 00:00:00"
13066607;"Print booster";"Y";"K,F,P,G,AD";"2014-12-23 00:00:00"
13066608;"Print booster";"Y";"C,A,E,B,D";"2014-12-23 00:00:00"
13066788;"Print booster";"Y";"K";"2014-12-02 00:00:00"
13066803;"Print booster";"Y";"G";"2014-12-02 00:00:00"
13066911;"Print booster";"Y";"A,C,B,F,G";"2014-12-02 00:00:00"
13066980;"Print booster";"Y";"E";"2014-12-02 00:00:00"
13066982;"Print booster";"Y";"K";"2014-12-02 00:00:00"
13066983;"Print booster";"Y";"G";"2014-12-02 00:00:00"
13067140;"Print booster";"Y";"D,A,AD,P,F";"2014-12-02 00:00:00"
13067162;"Print booster";"Y";"C";"2014-12-09 00:00:00"
13067317;"Print booster";"Y";"P,F,AD,D,G";"2014-12-23 00:00:00"
13067602;"Print booster";"Y";"A,F,G,AD,K";"2014-12-02 00:00:00"
13067662;"Print booster";"Y";"F";"2014-12-02 00:00:00"
13067680;"Print booster";"Y";"C";"2014-12-02 00:00:00"
13067707;"Print booster";"Y";"G,A,B,F,K";"2014-12-02 00:00:00"
13067785;"Print booster";"Y";"E";"2014-12-02 00:00:00"
13067875;"Print booster";"Y";"C,A,E";"2014-12-02 00:00:00"
13067896;"Print booster";"Y";"A,F,G,AD,K";"2014-12-02 00:00:00"
13067897;"Print booster";"Y";"A,F,G,AD,K";"2014-12-02 00:00:00"
13067909;"Print booster";"Y";"E,C,A";"2014-12-02 00:00:00"
13067949;"Print booster";"Y";"G";"2014-12-02 00:00:00"
13067950;"Print booster";"Y";"A,F,G,AD,K";"2014-12-02 00:00:00"
13068418;"Print booster";"Y";"AD,F,A,P,D";"2014-12-09 00:00:00"
13068664;"Print booster";"Y";"K";"2014-12-16 00:00:00"
13068873;"Print booster";"Y";"P";"2014-12-09 00:00:00"
13068874;"Print booster";"Y";"P";"2014-12-09 00:00:00"
13069150;"Print booster";"Y";"G,K,F";"2014-12-09 00:00:00"
13069258;"Print booster";"Y";"G";"2014-12-09 00:00:00"
13069262;"Print booster";"Y";"G";"2014-12-09 00:00:00"
13069421;"Print booster";"Y";"G,A,F";"2014-12-09 00:00:00"
13069426;"Print booster";"Y";"G,F,A,K,B";"2014-12-23 00:00:00"
13069476;"Print booster";"Y";"G";"2014-12-09 00:00:00"
13069602;"Print booster";"Y";"F,P,K,G,AD";"2014-12-09 00:00:00"
13069647;"Print booster";"Y";"C,E,B,A,G";"2014-12-09 00:00:00"
13069659;"Print booster";"Y";"F";"2014-12-09 00:00:00"
13069665;"Print booster";"Y";"F";"2014-12-09 00:00:00"
13069742;"Print booster";"Y";"C";"2014-12-09 00:00:00"
10622918;"Print booster";"Y";"C";"2014-12-02 00:00:00"
11478064;"Print booster";"Y";"A,C,B,F,G";"2014-12-02 00:00:00"
12428302;"Print booster";"Y";"E";"2014-12-02 00:00:00"
12489740;"Print booster";"Y";"P,F,AD";"2014-12-02 00:00:00"
12849317;"Print booster";"Y";"C";"2014-12-02 00:00:00"
12904763;"Print booster";"Y";"E";"2014-12-02 00:00:00"
12915619;"Print booster";"Y";"C,B,E,A,G";"2014-12-02 00:00:00"
12943170;"Print booster";"Y";"E";"2014-12-02 00:00:00"
12970405;"Print booster";"Y";"C,E,A,D,B";"2014-12-02 00:00:00"
12974265;"Print booster";"Y";"C";"2014-12-02 00:00:00"
12975171;"Print booster";"Y";"F,G,P";"2014-12-02 00:00:00"
12976521;"Print booster";"Y";"K,G,F";"2014-12-02 00:00:00"
12987794;"Print booster";"Y";"C,E,A";"2014-12-02 00:00:00"
13002277;"Print booster";"Y";"G,A,F,B,K";"2014-12-02 00:00:00"
13017625;"Print booster";"Y";"D";"2014-12-02 00:00:00"
13018147;"Print booster";"Y";"AD,F,P,A,D";"2014-12-02 00:00:00"
13018575;"Print booster";"Y";"A,C,E,D,AD";"2014-12-02 00:00:00"
13020080;"Print booster";"Y";"P,F,AD";"2014-12-02 00:00:00"
13020502;"Print booster";"Y";"F,P,AD";"2014-12-02 00:00:00"
13020746;"Print booster";"Y";"E,D,A";"2014-12-02 00:00:00"
12823991;"Print booster";"Y";"G,F,K,A";"2014-12-03 00:00:00"
12263951;"Print booster";"Y";"C,E,B";"2014-12-09 00:00:00"
12456244;"Print booster";"Y";"D,A,E,AD,C";"2014-12-02 00:00:00"
12491742;"Print booster";"Y";"G,K,F,A,B";"2014-12-02 00:00:00"
12868515;"Print booster";"Y";"C,E,A";"2014-12-02 00:00:00"
12871789;"Print booster";"Y";"P";"2014-12-02 00:00:00"
13029222;"Print booster";"Y";"E";"2014-12-02 00:00:00"
13042005;"Print booster";"Y";"G,K,F,A,B";"2014-12-09 00:00:00"
10223066;"Print booster";"Y";"P,F,AD";"2014-12-09 00:00:00"
10266909;"Print booster";"Y";"D,A,E,C,AD";"2014-12-09 00:00:00"
10276655;"Print booster";"Y";"E,C,A";"2014-12-09 00:00:00"
10961113;"Print booster";"Y";"AD,F,P";"2014-12-09 00:00:00"
11667023;"Print booster";"Y";"B,C,A,G,F";"2014-12-02 00:00:00"
11841390;"Print booster";"Y";"K";"2014-12-02 00:00:00"
12034146;"Print booster";"Y";"C";"2014-12-09 00:00:00"
12086243;"Print booster";"Y";"C,E,A,B,D";"2014-12-09 00:00:00"
12427042;"Print booster";"Y";"E";"2014-12-02 00:00:00"
12468665;"Print booster";"Y";"A,C,B,E,F";"2014-12-02 00:00:00"
12513996;"Print booster";"Y";"P,F,AD";"2014-12-09 00:00:00"
12886165;"Print booster";"Y";"K,G,F,A,B";"2014-12-09 00:00:00"
12933306;"Print booster";"Y";"E";"2014-12-09 00:00:00"
12942960;"Print booster";"Y";"A,F,C,AD,D";"2014-12-09 00:00:00"
12969469;"Print booster";"Y";"F,P,AD";"2014-12-09 00:00:00"
12970255;"Print booster";"Y";"D,A,E,AD,G";"2014-12-02 00:00:00"
12973524;"Print booster";"Y";"F,P,AD,A,G";"2014-12-09 00:00:00"
12978959;"Print booster";"Y";"AD,F,P,D,A";"2014-12-09 00:00:00"
12979453;"Print booster";"Y";"K,G,F";"2014-12-09 00:00:00"
12982708;"Print booster";"Y";"C";"2014-12-09 00:00:00"
12983024;"Print booster";"Y";"A,C,F,B,G";"2014-12-09 00:00:00"
12985303;"Print booster";"Y";"G";"2014-12-09 00:00:00"
13006041;"Print booster";"Y";"K,G,F";"2014-12-09 00:00:00"
13017037;"Print booster";"Y";"D";"2014-12-09 00:00:00"
13019966;"Print booster";"Y";"K";"2014-12-02 00:00:00"
13030097;"Print booster";"Y";"E";"2014-12-09 00:00:00"
13030208;"Print booster";"Y";"E,D,A,C,AD";"2014-12-09 00:00:00"
13030331;"Print booster";"Y";"D,A,E";"2014-12-09 00:00:00"
13030995;"Print booster";"Y";"A,C,B";"2014-12-09 00:00:00"
13031146;"Print booster";"Y";"K,G,F,A,B";"2014-12-09 00:00:00"
13031178;"Print booster";"Y";"AD,F,A,P,D";"2014-12-09 00:00:00"
13031211;"Print booster";"Y";"A";"2014-12-09 00:00:00"
13032183;"Print booster";"Y";"F,G,K,A,AD";"2014-12-09 00:00:00"
13032507;"Print booster";"Y";"B";"2014-12-09 00:00:00"
13032742;"Print booster";"Y";"F,G,K";"2014-12-09 00:00:00"
13032819;"Print booster";"Y";"G";"2014-12-09 00:00:00"
13033289;"Print booster";"Y";"D";"2014-12-09 00:00:00"
13033414;"Print booster";"Y";"C";"2014-12-09 00:00:00"
10679454;"Print booster";"Y";"C";"2014-12-10 00:00:00"
12833082;"Print booster";"Y";"G,A,B,F";"2014-12-10 00:00:00"
10387880;"Print booster";"Y";"C";"2014-12-16 00:00:00"
10972162;"Print booster";"Y";"P,F,AD,G,K";"2014-12-16 00:00:00"
12291216;"Print booster";"Y";"P";"2014-12-16 00:00:00"
12329016;"Print booster";"Y";"B";"2014-12-16 00:00:00"
12768962;"Print booster";"Y";"G";"2014-12-09 00:00:00"
12917688;"Print booster";"Y";"C,B,E,A,G";"2014-12-09 00:00:00"
12958670;"Print booster";"Y";"G";"2014-12-16 00:00:00"
12973754;"Print booster";"Y";"F,P,AD";"2014-12-16 00:00:00"
12983181;"Print booster";"Y";"K,G,F,A,B";"2014-12-16 00:00:00"
12988788;"Print booster";"Y";"A,C,B";"2014-12-09 00:00:00"
12989044;"Print booster";"Y";"F,A,G";"2014-12-16 00:00:00"
12997295;"Print booster";"Y";"G";"2014-12-16 00:00:00"
13022205;"Print booster";"Y";"K,G,F,A,B";"2014-12-16 00:00:00"
13026131;"Print booster";"Y";"A,D,AD,E,C";"2014-12-16 00:00:00"
13026485;"Print booster";"Y";"G,K,F,A,B";"2014-12-16 00:00:00"
13028960;"Print booster";"Y";"F";"2014-12-16 00:00:00"
13041744;"Print booster";"Y";"E,C,A";"2014-12-16 00:00:00"
13043246;"Print booster";"Y";"F,P,G,K,AD";"2014-12-16 00:00:00"
13045956;"Print booster";"Y";"C,B,E";"2014-12-16 00:00:00"
13046464;"Print booster";"Y";"B,A,G,C,F";"2014-12-16 00:00:00"
13027579;"Print booster";"Y";"A";"2014-12-16 00:00:00"
12277611;"Print booster";"Y";"K,F,G";"2014-12-23 00:00:00"
12471569;"Print booster";"Y";"D,A,E,AD,G";"2014-12-23 00:00:00"
12765803;"Print booster";"Y";"F";"2014-12-23 00:00:00"
12905441;"Print booster";"Y";"A,F,AD";"2014-12-23 00:00:00"
12935109;"Print booster";"Y";"A";"2014-12-23 00:00:00"
12943930;"Print booster";"Y";"P,F,K,AD,G";"2014-12-16 00:00:00"
12989833;"Print booster";"Y";"A,E,D,C,AD";"2014-12-23 00:00:00"
13006038;"Print booster";"Y";"C,B,E,A,G";"2014-12-23 00:00:00"
13008340;"Print booster";"Y";"K,G,F,A,B";"2014-12-23 00:00:00"
13015269;"Print booster";"Y";"G";"2014-12-23 00:00:00"
13016044;"Print booster";"Y";"E";"2014-12-23 00:00:00"
13027569;"Print booster";"Y";"A,F,C,AD,D";"2014-12-23 00:00:00"
13041930;"Print booster";"Y";"A,C,E,D,AD";"2014-12-23 00:00:00"
13045294;"Print booster";"Y";"E,C,A,D,AD";"2014-12-16 00:00:00"
13053485;"Print booster";"Y";"D,A,AD";"2014-12-23 00:00:00"
13057152;"Print booster";"Y";"C";"2014-12-23 00:00:00"
13057553;"Print booster";"Y";"F";"2014-12-23 00:00:00"
11765148;"Print booster";"Y";"C,A,E";"2014-12-30 00:00:00"
12419487;"Print booster";"Y";"E,C,A,D,AD";"2014-12-23 00:00:00"
12546571;"Print booster";"Y";"C";"2014-12-30 00:00:00"
12734195;"Print booster";"Y";"C";"2014-12-30 00:00:00"
12748906;"Print booster";"Y";"C,A,B";"2014-12-30 00:00:00"
12773165;"Print booster";"Y";"A,C,E,D,AD";"2014-12-23 00:00:00"
12916997;"Print booster";"Y";"E";"2014-12-30 00:00:00"
12920235;"Print booster";"Y";"F";"2014-12-30 00:00:00"
12928113;"Print booster";"Y";"E,A,C,D,AD";"2014-12-30 00:00:00"
12967518;"Print booster";"Y";"C,E,B";"2014-12-30 00:00:00"
12969324;"Print booster";"Y";"E,C,A";"2014-12-30 00:00:00"
12978027;"Print booster";"Y";"A,F,AD,C,D";"2014-12-30 00:00:00"
12979058;"Print booster";"Y";"A,F,AD";"2014-12-23 00:00:00"
13015374;"Print booster";"Y";"K,G,F,A,B";"2014-12-30 00:00:00"
13017469;"Print booster";"Y";"D,A,E";"2014-12-30 00:00:00"
13017788;"Print booster";"Y";"D";"2014-12-30 00:00:00"
13020360;"Print booster";"Y";"E,D,A,C,AD";"2014-12-30 00:00:00"
13028775;"Print booster";"Y";"G,F,K,A,B";"2014-12-30 00:00:00"
13028909;"Print booster";"Y";"E,C,A";"2014-12-30 00:00:00"
13044848;"Print booster";"Y";"C";"2014-12-30 00:00:00"
13045284;"Print booster";"Y";"P";"2014-12-30 00:00:00"
13068806;"Print booster";"Y";"K";"2014-12-30 00:00:00"
13069431;"Print booster";"Y";"C,A,E,B,D";"2014-12-30 00:00:00"
13069604;"Print booster";"Y";"D";"2014-12-30 00:00:00"
10327374;"Print booster";"Y";"G";"2015-01-06 00:00:00"
11213086;"Print booster";"Y";"C,A,E";"2015-01-06 00:00:00"
11803584;"Print booster";"Y";"F,P,AD";"2015-01-06 00:00:00"
12262435;"Print booster";"Y";"E";"2015-01-06 00:00:00"
12330881;"Print booster";"Y";"K";"2015-01-06 00:00:00"
12658353;"Print booster";"Y";"B,C,A,G,F";"2015-01-06 00:00:00"
12697755;"Print booster";"Y";"AD,D,P,F,A";"2015-01-06 00:00:00"
12810076;"Print booster";"Y";"AD,D,P,F,A";"2015-01-06 00:00:00"
12979862;"Print booster";"Y";"A,C,E";"2015-01-06 00:00:00"
13003275;"Print booster";"Y";"K,G,F,A,B";"2015-01-06 00:00:00"
13015803;"Print booster";"Y";"G";"2015-01-06 00:00:00"
13030082;"Print booster";"Y";"F";"2015-01-06 00:00:00"
13030146;"Print booster";"Y";"A,F,C,AD,D";"2015-01-06 00:00:00"
13038511;"Print booster";"Y";"G,K,F,A,B";"2015-01-06 00:00:00"
13039037;"Print booster";"Y";"D";"2015-01-06 00:00:00"
13039867;"Print booster";"Y";"K,G,F,A,B";"2015-01-06 00:00:00"
13041528;"Print booster";"Y";"E";"2015-01-06 00:00:00"
12184000;"Print booster";"Y";"C";"2015-01-13 00:00:00"
12260983;"Print booster";"Y";"A,G,F,B,C";"2015-01-06 00:00:00"
12605246;"Print booster";"Y";"G";"2015-01-06 00:00:00"
12917055;"Print booster";"Y";"B";"2015-01-13 00:00:00"
12998174;"Print booster";"Y";"K";"2015-01-13 00:00:00"
13001312;"Print booster";"Y";"K,G,F,A,B";"2015-01-13 00:00:00"
13042883;"Print booster";"Y";"K,G,F,A,B";"2015-01-13 00:00:00"
13046981;"Print booster";"Y";"C";"2015-01-13 00:00:00"
13048453;"Print booster";"Y";"K,G,F,A,B";"2015-01-13 00:00:00"
13050946;"Print booster";"Y";"C";"2015-01-13 00:00:00"
12750523;"Print booster";"Y";"E";"2015-01-20 00:00:00"
12866728;"Print booster";"Y";"B,C,A,G,F";"2015-01-20 00:00:00"
12966778;"Print booster";"Y";"C,A,E,B,D";"2015-01-13 00:00:00"
13016165;"Print booster";"Y";"P,F,AD,G,K";"2015-01-20 00:00:00"
13031219;"Print booster";"Y";"C,A,E,B,D";"2015-01-13 00:00:00"
13044798;"Print booster";"Y";"A,C,AD,D,E";"2015-01-20 00:00:00"
11653123;"Print booster";"Y";"G";"2015-01-20 00:00:00"
13027715;"Print booster";"Y";"";""
13038336;"Print booster";"Y";"G";"2015-02-03 00:00:00"
12486676;"Print booster";"Y";"E,C,A";"2015-02-10 00:00:00"
10822734;"Print booster";"Y";"C";"2015-02-17 00:00:00"
12329566;"Print booster";"Y";"G,A,F,B,K";"2015-02-17 00:00:00"
13056370;"Print booster";"Y";"TI";"2015-02-17 00:00:00"
12978664;"Print booster";"Y";"G,K,F,A,B";"2015-02-24 00:00:00"
12409438;"Print booster";"Y";"E,C,A,D,AD";"2015-04-07 00:00:00"
12377667;"Print booster";"Y";"E,C,A,D,AD";"2015-04-14 00:00:00"
13048342;"Print booster";"Y";"E,C,A";"2015-04-21 00:00:00"
12749635;"Print booster";"Y";"E,C,A,D";"2015-06-09 00:00:00"
